6 2 20 10	59852434
2 20 10 4	58591015
16 13 19	56424471
16 13 15	47825152
16 13 12	59690070
16 13 10	58944837
6 1 20 4	58101477
1 2 24 15 4	55690364
1 2 20 15	33984668
26 20	49468537
1 2 20 19	44427206
16 13 27	46636236
18 2 20 15	49568958
22 16 24 15	55324688
18 2 20 12	60884358
1 2 20 10	46651872
18 2 20 10	59576178
1 2 20 12	47967227
16 13 20	46805934
24 13 4	59098279
26 15	51259983
26 19	58492096
2 22 20 7	61253335
2 22 20 4	52381190
2 22 20 0	60281147
1 22 27 4	55030761
22 20 15 4	60467800
18 2 20 19	58513750
2 16 13 4	55809464
16 25 15	54930782
26 27	49322510
16 20 15 4	54542876
6 2 27 10	59844553
1 2 24 13 27	54988110
6 2 27 12	60754011
6 2 27 15	49976347
6 2 27 19	57682571
16 27 25 20	60839423
1 2 22 24 27 15	60434694
1 2 16 27 20 15	51383445
1 2 16 27 5	59123537
1 2 16 27 7	59270179
1 2 16 27 20 19	59192566
1 2 22 24 27 20	59065747
1 2 16 27 0	58124372
2 20 23	55468817
1 2 16 27 20 10	61153878
1 2 16 27 4	49487963
16 25 20	53760157
6 2 27 20	47883830
1 2 24 13 15	55926687
1 18 2 20 4	59189283
1 24 15 4	54785516
2 27 10 4	59026855
1 2 20 15 12	57468509
2 20 15	29509933
2 13 20 19	58596977
2 20 19	40536407
1 2 20 15 19	54322816
2 13 20 15	49980769
1 2 24 13 20	55154994
2 20 10	42716746
2 13 20 12	61436820
2 20 12	44174775
2 13 20 10	60447933
1 2 20 15 10	56046784
6 2 0	57227884
1 0 19	59834643
6 2 4	48344408
6 2 5	57679635
6 2 7	57375245
6 18 2	48973837
1 18 2 16 20 15	59561359
2 25 4	54864109
1 2 5 20 15	60682918
24 13 27 15	60179714
16 27 10	49467143
1 2 22 20 12	60469877
1 2 22 20 15	49088109
1 2 22 20 19	57780184
1 22 27 15	48483219
1 22 27 10	58863074
1 22 27 12	59828578
1 18 2 15 4	60221984
1 22 27 19	56461871
24 15 10	55015275
24 15 12	56483711
16 27 20	35365444
1 22 15 19	57902596
1 2 20 4 19	60314229
1 22 27 20	46568396
1 2 27 20 15 4	59988243
1 2 16 24 27 4	60760644
16 27 19	46498343
1 22 15 12	60867603
16 27 15	37367492
16 27 12	50497896
25 20 15	55796761
1 2 22 20 10	59450722
1 22 15 10	59988069
18 24 27	50650988
16 15 4	46686400
1 2 27 20 10	54898170
1 2 27 20 12	56153002
16 15 7	56732254
1 2 27 20 15	44185283
18 24 20	50976361
1 2 27 20 19	52722116
24 27 12	55458343
24 27 10	54011841
18 2 20 4	56109639
1 5 4	58650117
16 27 25	53544330
16 15 0	55330416
1 18	31624080
1 16 27 15 4	58108060
1 19	32789339
1 16	17645358
18 16 24 15	58356762
24 15 19	52683920
18 24 15	51636932
1 27 15 12	56705208
1 15	21131918
1 12	37262282
1 13	31503308
18 24 19	60303564
6 2 24 13	60603862
6 2 24 15	53402242
1 27 15 19	52847462
18 24 13	59405836
6 2 24 19	61437050
1 10	36100165
18 16 24 20	57801483
1 27 15 10	55479089
1 27	18905881
6 2 24 20	51860077
1 25	40997993
1 26	43992063
1 23	49872177
1 24	23736901
1 16 24 20	43552518
6 2 24 27	51739976
1 16 24 27	43293445
1 16 24 13 15	61498516
1 16 24 25	60494788
24 27 25	57987080
1 21	50746044
1 22	26233454
1 20	19142604
2 23 15	56967356
1 16 24 19	53692140
2 22 27 0	60341227
13 27 4	55970530
24 27 20	40916686
6 1 20 19	60167601
1 16 24 12	57521427
1 16 24 10	56422791
2 22 27 5	61436039
1 16 24 15	44693192
2 22 27 4	52823608
1 16 24 13	52983193
6 22 27 20	59896629
24 27 15	42593211
6 1 20 15	51982503
24 27 19	51230639
2 24 13 15	53118269
2 24 13 19	61091467
1 15 4 19	60726137
16 4 19	55583903
16 13 27 15	56209539
22 16 20 19	60586310
2 24 13 20	52259661
22 16 20 15	52033829
2 24 13 27	52115748
1 18 16 4	57469974
2 15 10 4	60120345
16 24 4	49104459
16 0	46237946
16 24 5	57654559
16 24 7	58479804
1 2 26 27 20	61261664
2 24 25 15	60087030
16 7	46912129
16 5	46794389
16 4	35665662
1 16 24 13 27	60596623
1 2 16 7	51302959
1 16 24 13 20	60819112
1 2 16 10 4	61247309
1 2 16 5	51325371
1 2 16 4	40665749
16 24 0	57307701
1 2 16 0	50617992
1 18 15 19	61076270
1 2 13 20	43130185
6 1 2 27	42553705
1 2 13 19	53168740
6 1 2 25	60045915
18 22 27 15	60892424
18 2 13 27	57205478
6 1 2 24	46774121
6 1 2 22	48481752
1 2 16 27 15 4	58967587
1 2 13 12	56641627
6 1 2 20	42831762
1 2 13 10	55910377
18 2 13 20	57455647
1 2 13 15	44136322
2 20 4	37667581
2 20 7	48932336
6 1 2 19	53620566
1 18 27 19	59974214
1 13 5	59580287
6 1 2 16	42211329
1 13 4	50576602
6 1 2 15	44734784
6 1 2 12	56672064
1 13 0	58215332
6 1 2 13	52414510
6 1 2 10	55868820
1 18 27 15	51979244
1 2 13 27	42904751
18 22 27 20	59902491
1 2 13 25	59290830
1 13 7	60368746
1 2 22 27 4	55864208
1 16 24 27 4	59890921
1 18 27 20	50858331
10 15 4	59259498
1 26 19	61305591
1 26 15	54359116
1 13 27 20 15	60180852
2 13 27 20 15	58293754
2 22 16 24 27	55272108
1 2 25 19	59887842
2 22 16 24 20	55276400
16 24 15 4	58264793
1 2 22 24 20 15	60097343
1 26 20	52717637
1 2 25 15	52442405
2 16 13 20 15	56999603
1 2 25 20	51192098
1 26 27	52533783
2 22 20 15 4	61209189
1 13 27 15	52219767
1 13 27 19	59647244
25 4	53989418
16 27 20 4	53028780
1 13 27 20	51056789
18 16 24 27	57456387
1 2 20 15 0	60108018
1 2 20 15 4	52013658
20 15	28065272
1 22 7	56055534
1 22 5	55773582
16 20 19	47328116
1 22 4	46579622
16 20 12	50593670
20 12	42961634
16 20 15	37141750
26 20 15	59130876
20 10	41439642
1 2 13 20 4	59272465
1 2 25 4	58132307
1 24 27 20 4	60894414
16 20 10	49244543
20 19	39210648
16 27 20 0	61473827
2 22 13 27 20	61456443
1 22 0	54915909
22 16 27 20	50748915
22 16 27 15	52396316
16 20 23	60950454
20 23	54372358
22 16 27 19	60101845
2 16 24 27 20 15	58978150
1 27 20 15 4	59162697
24 20 10	53754429
24 20 12	55466293
6 2 22 16 27	60569829
18 22 4	59869042
24 20 15	42378705
6 2 24 27 20	59355978
24 20 19	51920729
6 2 22 16 20	60657570
6 2 22 4	61216977
18 20 10	58660341
16 20 7	54997442
1 2 5 15	53326659
18 20 12	60022018
12 4	52059294
18 20 15	48535727
12 0	59552596
2 27 10 19	60512882
5 19	57471542
12 7	60456458
6 2 24 27 15	60900827
18 2 13 15	57908713
5 10	59909068
5 12	60615268
5 15	48881760
16 20 0	54403970
18 20 19	57586133
16 20 4	44810617
6 22 4	60430082
1 2 5 19	61412090
2 24 27 15 19	61301885
1 2 12 4	56222213
6 2 27 4	56067712
2 24 27 20 15	52636654
18 27 4	55199731
2 24 27 20 19	60420461
5 20	47355858
10	31717510
12	33023101
1 16 20 15	41178340
13	27569501
18 2 22 16 15	60674550
14	60040045
1 2 16 13 19	59965347
15	16127886
16	12586230
1 16 20 19	50826963
18	27121197
1 2 16 13 15	51852418
2 24 4	42260200
19	28443700
2 24 5	51712953
2 24 7	52748700
2 24 0	50958535
1 16 20 10	52824855
1 16 20 12	54023495
1 23 15	58863373
18 2 15 4	57250767
6 2 16 20	47474240
1 2 16 13 20	50952423
6 1 24 15	55334721
1 2 13 15 4	60214167
6 2 16 24	51338632
6 2 16 27	47235316
27 25 4	61343073
20	13949679
21	47397042
2 26 20	50604282
22	21819203
23	46464319
24	18964500
25	36795957
26	40425481
27	13751576
27 5 15	57308524
29	59592923
1 2 16 13 27	50775249
6 1 24 27	53725033
6 2 16 10	59698658
6 2 16 15	49286878
2 13 20 4	56607739
6 2 16 13	57127108
6 2 16 12	60455448
6 2 16 19	57712097
16 13 20 15	56072343
6 1 24 20	53908783
27 12 4	59732854
2 26 27	50498183
6 22 20 15	61348891
1 2 22 24 27	51162801
1 2 16 25 20	58170166
1 18 0	58879063
2 20 4 19	57332186
1 2 16 25 15	59228354
1 18 7	59706308
2 26 19	59556997
1 18 5	59616539
1 18 4	50517254
2 26 15	52406796
1 18 2	32903175
1 2 22 24 19	60527798
24 5 15	59348841
2 22 16 24 15	56322687
1 18 20 4	58360882
2 16 5 15	57100715
2 16 24 27 20	49793068
1 2 22 24 20	51052527
1 22 20 4	54644931
2 16 5 20	55776909
24 5 20	58246606
1 16 13 4	57622182
6 24 20 15	59707653
22 16 27 20 15	59839694
1 16 24 27 20 15	61042268
2 16 12 4	59514991
6 27 20 15	56620418
23 15	55875938
1 2 22 24 15	52354531
1 2 22 24 13	59223779
1 2 21 27	59897319
1 2 20 4	41607648
18 24 27 15	59610296
16 12 19	59666602
2 24 27 20 4	58722082
16 24 20 4	56862797
1 2 20 0	51365300
6 1 18 2 20	59916372
1 2 21 20	59961143
18 27 20 15	56825778
2 20 0	47965869
1 13 20 15	52075188
1 27 0	50142852
6 1 18 2 27	59611596
2 16 24 20 4	57749696
1 27 7	51816953
1 13 20 19	60359836
1 27 5	51050297
1 2 20 7	52455555
1 22 16 20 4	61293266
1 27 4	40758960
1 2 21 15	61009804
2 16 24 27 19	58979399
18 24 27 20	58814096
6 1 18 2 16	59293722
6 1 18 2 15	61066322
2 20 10 19	60771030
2 16 24 27 15	51214534
27 10	41625400
2 22 16 20 15	53053112
27 15	28373574
27 12	42913428
2 16 26 20	57898694
2 16 26 27	57771847
2 24 25 20	59211051
16 24 19	50498131
18 16 19	56161668
2 16 27 20 4	53947699
16 24 13	50100643
18 16 13	55551516
16 24 12	54372009
16 24 15	40956820
1 2 16 4 19	59387198
18 16 15	47135154
18 16 10	58020872
18 16 12	59075853
16 24 10	53151824
18 2 27 20 15	57751158
27 20	26061958
27 25	46058815
27 23	55153843
6 1 2 22 15	58127871
16 13 27 20	55035964
6 1 2 22 16	56229550
2 16 24 15 19	60378456
27 20 15 19	57629621
2 5 20 15	57682323
16 24 27	39472519
27 20 15 10	59338275
18 16 24	49663959
27 19	38455245
18 16 27	45809315
16 24 26	60087316
27 20 15 12	60855638
16 24 25	57364672
16 24 20	39674720
18 16 20	46165404
6 1 2 22 20	56426017
1 2 22 16 10	59146003
2 15 7	50938559
1 2 22 16 15	48208171
2 15 4	39741707
6 1 2 22 27	56403532
1 22 15 4	56373936
1 2 22 16 12	59886751
6 1 2 22 24	59659064
2 15 0	49112887
1 2 22 16 13	55739910
1 18 20	42039253
1 18 22	46878601
18 2 24 4	59704226
2 7 4	56760380
1 22 24 20 15	59184693
1 18 24	45541638
18 24 20 15	59722345
1 18 25	58712600
1 18 26	60612726
15 12	44463817
1 18 27	41651770
1 2 16 24 0	61083036
1 2 16 24 4	53347223
6 2 27	38800749
6 2 26	58984626
1 2 22 16 20	46718237
6 2 25	56990475
6 2 24	43335785
6 2 24 20 15	60739067
6 1 16 19	59350166
6 2 22	45333077
6 1 16 13	58726632
1 2 22 16 27	46790052
6 2 20	39071047
6 1 16 15	51300223
1 18 19	52612689
6 1 16 10	61499403
1 2 22 16 24	50266353
15 19	40405661
2 16 24 15 4	59146307
1 18 10	54578177
1 18 12	55651167
1 18 13	51319873
1 2 22 16 19	56950178
1 18 15	43010585
1 18 16	40617670
6 2 19	50515110
6 2 16	38591834
6 2 15	41138974
1 24 27 4	53413873
6 2 13	49504724
1 24 27 5	61431539
6 2 12	53570969
6 1 16 24	53243253
6 2 10	52693106
1 24 27 0	60556169
6 18 24	59285866
6 1 16 27	49324150
6 1 16 20	49646688
6 18 27	55609561
6 18 20	55939629
1 27 10 4	61192855
6 18 22	60420929
22 27 15	44919605
1 18 20 15	52140983
22 27 12	56907391
22 15 19	54866513
22 27 10	55804770
1 22 27 20 15	56575325
1 22 24 4	58204057
1 18 20 19	60743113
27 5 20	55590132
6 18 15	57209231
6 18 16	55407602
20 10 4	57729378
1 2 16 15 7	60580796
22 13 4	60467899
20 15 10	51441110
20 15 12	53049220
1 2 16 15 0	59171865
1 2 16 15 4	51060149
2 16 20 15 12	60394201
2 16 20 15 19	57713243
20 15 19	49696254
2 16 20 15 10	59079809
24 20 15 19	60601257
1 18 2 27 20	51842736
6 2 27 20 15	57700731
22 15 10	56901258
22 15 12	57935433
2 4 19	49388625
18 22 20 15	60775550
2 24 13 4	59884418
1 18 2 27 15	52985343
1 18 2 27 19	60890402
2 10 19	53383313
6 1 16 20 15	58832042
2 27 25 20	55453988
2 22 13 15	54733565
2 16 12 19	60677466
2 22 13 4	61139249
2 10 12	56895675
16 24 27 10	60495029
1 2 22 27 20 15	57520958
16 24 15 19	59324427
1 2 0 19	60737209
16 24 27 15	50046171
1 18 15 4	59384652
2 22 24 27 20	56084560
1 18 24 15	54968720
16 27 0	54165140
1 24 25 20	61367963
16 27 5	55026121
16 24 27 19	57894474
16 27 4	44981386
16 27 7	55312909
6 1 18 16	58361802
6 1 18 15	60144917
16 24 15 10	61418321
2 16 24 13	51170490
2 16 24 12	55449935
6 1 18 20	59008413
2 16 24 10	54293915
16 24 27 20	48627854
1 18 24 20	54418249
2 16 24 15	42255078
2 16 24 19	51703917
1 18 16 20 15	58694899
1 18 24 27	54053220
1 16 15 10	54173557
0 4	54815059
1 2 16 20 0	58327784
6 1 18 27	58661542
1 27 4 19	59179787
2 16 24 20	40975433
1 24 13 15	54960862
1 16 15 19	51793414
2 16 24 27	40809418
1 22 16 27 20	53965778
2 16 24 26	61108606
2 16 24 25	58418348
1 2 16 20 4	49336478
1 2 16 20 7	59011069
1 16 15 12	55133575
22 27 19	53417353
1 22 16 27 15	55551175
2 22 13 27	53874095
1 24 13 20	54188633
2 0 19	57890251
1 18 2 27 4	59173268
1 24 13 27	54008520
2 22 13 20	53694809
22 27 25	59595717
22 27 20	42951432
2 27 25 15	56935406
1 18 2 24 15	55934542
13 15 4	56874832
6 22 16 20	59694437
1 2 26 15	55444715
1 22 16 4	54166863
22 20 0	59446808
6 22 16 27	59578170
22 20 7	60430225
1 2 26 20	53785706
22 20 4	51522639
22 13 27 20	60669393
1 2 24 27 20	46034981
1 27 15 0	59313616
1 27 12	46752203
6 22 16 15	61180976
1 27 10	45583082
1 27 15 4	51607467
1 2 24 27 19	55617608
1 27 19	42386390
1 27 15	32857412
1 20 4 19	59475969
2 19	29959742
6 16 27 20	54055081
1 2 27 5 20	59739761
2 16	14292793
6 15 12	61278165
2 22 25 20	60338696
2 15	17770262
2 14	61025920
6 15 10	60388264
2 13	28893077
16 19	37757018
1 27 25	49853495
1 27 23	58212188
6 15 19	58543508
1 27 20	30735217
16 21	55031053
16 20	24777575
16 26	48921022
6 20 10	58816137
16 25	45511294
27 15 12	53334959
16 24	29320421
16 23	54022330
27 15 10	52013955
2 12	34402366
2 22 23	60566138
18 2 16 20 15	56416004
2 22 20	34261887
2 10	33171120
6 20 12	59935991
2 22 21	61133694
2 22 26	55976693
2 22 27	34463321
6 20 15	48621571
2 22 24	38455491
27 15 19	49374658
2 22 25	52954625
6 20 19	57286225
2 29	60523038
24 20 15 4	59098720
2 22 24 27 15	57484204
6 16 27 15	55904590
2 27	15435912
1 18 2 24 27	55048828
2 26	41722217
2 25	38113361
2 24	20604381
1 2 27 5 15	61299704
1 18 2 24 20	55372386
16 27	24599390
1 2 26 27	53640176
2 22 19	46371065
1 24 5 20	61227714
2 23	47711450
2 22	23306346
2 22 12	49760950
2 21	48554134
2 22 10	48781712
2 20	15605449
2 22 15	36133493
2 22 16	33637186
2 22 13	45058937
22 20 15	44393939
1 18 2 20 15	53113237
22 20 10	55364516
1 5 15	52216459
22 20 12	56603605
1 22 16 20 15	55252846
1 22 24 20	49992398
16 24 27 4	56922625
22 20 19	53712289
1 22 24 27	50088121
21 27	55900762
1 20 15 4	51102186
1 2 16 24 27 20	53222550
1 20 15 7	60975928
1 20 15 0	59275943
2 16 20 15 4	55422503
6 1 2 16 15	52449186
6 1 2 16 19	60423422
1 2 15 7	54323025
1 2 15 4	43529816
1 2 15 0	52407884
6 1 2 16 13	59666822
1 18 16 27 15	58515213
18 22 16 15	59844524
27 20 10	50209428
27 20 15	38890966
27 20 12	51640375
27 20 19	48020847
26 4	57415540
6 1 2 16 27	50517862
1 25 4	57312625
22 13 20 15	61361510
6 2 13 20	57484666
2 22 16 13 27	60781528
6 1 2 16 20	50786177
6 2 13 27	57255554
6 1 2 16 24	54369627
1 16 24 20 15	53323467
2 22 16 13 20	60656669
1 20 15 10	54990005
20 15 4	47572160
1 16 24 15 4	61166173
1 20 15 12	56457108
1 18 16 27 20	57522791
20 15 7	57848563
21 20	55966762
6 1 27 4	58089785
20 15 0	56240476
21 15	57143338
1 20 15 19	53215588
18 16 27 15	55379275
6 2 13 15	58745198
16 24 20 10	60323568
2 16 27 15 4	55957016
16 24 20 15	49901603
1 15 19	44261550
16 24 20 19	58675702
1 16 27 15	41327052
1 18 16 24	53030008
1 16 27 12	53895696
6 1 18 2	52268459
1 16 27 19	49965171
18 2 16 27 20	55200983
1 18 16 27	49394153
1 2 0	42489371
1 2 7 4	59741685
1 16 27 10	52979141
1 18 16 20	49802416
1 2 4	31737838
2 16 20 7	55881827
1 2 5	43315088
1 15 12	48200201
2 0 4	55596191
1 2 7	43655743
1 15 10	46993286
16 10 4	57366809
1 2 4 19	52651611
22 16 15 4	60043215
1 18 16 19	59215970
13 5	56818672
2 24 13 20 15	60940180
13 4	47585445
13 0	55603792
1 18 16 10	61086940
1 18 16 13	58288914
1 18 16 15	50635825
13 7	57657988
6 1 2 16 4	58523948
1 22 16 24	49181374
1 22 16 27	45661405
1 22 16 20	45623894
1 2 24 0	54155614
18 2 22 16 27	59863023
1 2 24 20 19	56318411
18 2 22 16 20	59961045
1 22 16 19	55919138
1 2 24 20 15	47395760
1 2 24 20 10	58170801
1 2 24 20 12	59681371
1 16 10 4	60393117
1 2 24 5	54911079
1 22 16 13	54842435
1 2 24 7	55969786
1 22 16 15	47111168
1 22 16 10	58136691
1 2 24 4	45884462
1 22 16 12	58959313
1 5 20	50852250
1 16 27 25	56915280
1 12 4	55342275
1 2 16 24 27 15	54507290
1 16 27 20	39507315
1 5 19	60389116
1 2 22 16	37459864
1 2 22 19	49681223
24 20	30694198
24 21	58711287
24 23	57367628
1 2 24	25283488
1 2 23	51049046
18 2 22 16	52315396
1 2 22	27635330
18 2 22 15	53974465
1 2 22 10	52102759
1 2 21	51835053
1 2 22 13	48035867
1 2 20	20700429
18 2 22 13	61172812
1 2 22 12	52946915
1 2 22 15	40039222
1 16 27 0	57203423
6 16 20 15	55861554
1 2 19	34240275
1 2 16	19248461
1 16 27 4	48503278
1 2 15	22688875
1 16 27 5	58108738
1 16 27 7	58460128
24 13	42066477
24 15	32259444
6 1 2 13 15	61260493
24 19	42759537
1 18 2 16 20	50781957
18 2 22 20	53096655
27 4 19	56178902
1 18 2 16 24	54024165
1 16 27 20 19	58161590
1 2 13	32765731
1 18 2 16 27	50423540
1 2 27 15 10	56544639
1 2 12	38576587
1 16 27 20 15	50277738
18 2 22 27	53106165
1 16 27 20 12	61253185
1 2 27 15 12	57721719
1 2 10	37469189
1 16 27 20 10	60180752
18 2 22 24	56220179
15 12 4	60947487
18 2 27 4	56131123
13 27 20 15	57402373
6 1 2 13 20	60121425
24 25	50233746
24 26	53039003
27 12 19	60436970
6 1 2 13 27	59898368
24 27	30558660
1 18 16 24 20	60880384
